Bards, The	2013 Walnut Street	215-569-9585	12:00 pm	2:00 am	$3 Miller Lite & Yuengling
Bards, The	2013 Walnut Street	215-569-9585	5:00 pm	8:00 pm	$3 Miller Lite & Yuengling drafts, $4 select craft beers, $5 house wines and well drinks; $4, $5 and $6 food menu
Barra	239 Chestnut Street	215-238-6900	11:00 am	4:00 pm	$10 Brick Oven Burger & Beer Special (or soda)
Barra	239 Chestnut Street	215-238-6900	5:00 pm	7:00 pm	$2 Domestic Bottles, $4 Select Wines, $5 Daily Cocktail, $6 Margherita Pizza
Barra	239 Chestnut Street	215-238-6900	10:00 pm	2:00 am	$4 Coronas, $5 Apple Martinis, $8 Tokyo Teas
Barra Rossa	929 Walnut Street	215-644-9074	5:00 pm	7:00 pm	$3 Select Craft & Domestic Beers; $4 Select House Wines; $5 Select Cocktails; $5 Select Apps
Bayou Bar and Grill	4245 Main Street	215-482-2560	11:00 am	2:00 am	$1.75 Miller Lite bottles, 25-cent Wings, 50-cent Boneless Wings and $1.75 Hardshell Crabs
Bierstube	206 Market Street	215-922-2958	5:00 pm	2:00 am	Citywide Canada $5.99 - Shot of Fireball + Can of Moosehead; Citywide Germany $5.99 - Shot of Jagermeister + DAB Pounder; Citywide Philly $5.99 Shot of Jimmy Beam + PBR Pounder. Industry discount: Show you work in hospitality industry and special price is only $5
Bierstube	206 Market Street	215-922-2958	5:00 pm	7:00 pm	Select craft and German draft beers: $3.99 for 14oz, $7.99 for liter
Birra	1700 E. Passyunk Avenue	267-324-3127	4:00 pm	6:00 pm	$3 Red or White 12" Cheese Pizzas; 1/2 Price Pints; $5 Birra Margaritas
Bishop's Collar	2349 Fairmount Avenue	215-765-1616	5:00 pm	7:00 pm	$1 off everything; daily food specials
Black Sheep	247 S. 17th Street	(215) 545-9473	4:00 pm	7:00 pm	$5 Apps, Discounted Drinks
Blind Pig, The	702 N. 2nd Street	267-639-4565	4:30 pm	6:30 pm	$1 off drafts; $4 mixed well drinks; $5 house wine; $5 nachos, wings, chicken or veggie quesadillas; $3 corn dogs; $2 tacos and Tecate
Bonners Irish Public	120 S 23rd Street	(215) 567-5748	5:00 pm	7:00 pm	$2.25 draft pints, $4 wells and $6 PBR pitchers
Boot & Saddle	1131 S. Broad Street		6:00 pm	8:00 pm	Half-Price Specialty Cocktails and Select Drafts
Bottle Bar East	1308 Frankford Avenue	267-909-8867	5:00 pm	7:00 pm	Half-Off Drafts and Wine, $3 Well Drinks, Half-Off Apps, $2 Off Sandwiches
Bourbon Blue	Number 2 Rector Street	(215) 508-3360	5:30 pm	7:30 pm	$4 drafts, $5 house wines, $6 specialty cocktails
Brauhaus Schmitz	718 South Street	267-909-8814	5:00 pm	7:00 pm	$4 drafts; $4 house-made sausage sandwiches
Bridget Foy's	200 South Street	215-922-1813	5:00 pm	7:00 pm	$3 Yeungling & PBC Kenzinger Drafts, Fried Pickles, & Deviled Eggs; $5 Blood Orange Bellini's, Sangrias, House Wines, Risotto Cakes, & Artichoke Hummus; $5 Well Drinks, Cheesesteak Croquettes, Chipotle Chicken Wings, & Lamb Meatballs; $15 Sangria Pitchers
Bridget Foy's	200 South Street	215-922-1813	8:00 pm	9:00 pm	$3 Yeungling & PBC Kenzinger Drafts, Fried Pickles, & Deviled Eggs; $5 Blood Orange Bellini's, Sangrias, House Wines, Risotto Cakes, & Artichoke Hummus; $5 Well Drinks, Cheesesteak Croquettes, Chipotle Chicken Wings, & Lamb Meatballs; $15 Sangria Pitchers
Bridgid's	726 N 24th St	(215) 232-3232	4:00 pm	7:00 pm	$4 select drafts, well drinks and house wines; $5 plates and $12 fresh pastas
Brittingham's	640 E. Germantown Pike	610-828-7351	4:00 pm	6:30 pm	$2 off all well drinks and $3 rotating drafts
Brownies Irish Pub	46 S 2nd Street	(215) 238-1222	4:00 pm	6:00 pm	Half off select drafts and $1 off bottle beers and mixed drinks
BRU Craft & Wurst	1318 Chestnut Street	215-800-1079	4:00 pm	7:00 pm	$4 drafts and craft cans, $5 house wines and house liquor; $5 starters and wurst sandwiches; Early Bird Special: from 4-5 PM all regular specials apply, plus 20% off all big bottles (500mL) and single malt Scotch
Buffalo Billiards	118 Chestnut St	(215) 574-7665	6:00 pm	8:00 pm	$3 All Drafts; $4 Well Drinks; Half-Price Apps
Buffalo Billiards	118 Chestnut St	(215) 574-7665	9:00 pm	11:00 pm	$3.50 Domestic Bottles, $4 Tullamore Dew
Byrnes Tavern	3301 Richmond St	(215) 423-3444	4:00 pm	6:00 pm	1/2 price select nibblers
Cactus	4243 Main Street		11:00 am	12:00 am	$2 Tacos and $5 Margaritas
Cafe at 2011	2011 Walnut St	(215) 568-5603	5:00 pm	7:00 pm	$4 Yards, $5 House Wines, $6 Seasonal Cocktails
Cambridge, The	1508 South Street	267-455-0647	4:00 pm	6:00 pm	1/2 Price 16-oz. Pints
Campbell's Place	8337 Germantown Avenue	215-242-1818	5:00 pm	7:00 pm	$3 domestic can/bottle beer; $4 mixed well drinks; $5 house wines; $8 Lukasowa martini/cosmos; $1 off drafts; $5 bar menu
Cantina Dos Segundos	931 N. 2nd Street	215-629-0500	4:00 pm	6:00 pm	$2 Off Drafts, $2 Mexican Beers, $20 Pitchers, $5.50 Margaritas or Sangrias
Cantina Feliz	424 S. Bethleham Pike	215-646-1320	5:00 pm	7:00 pm	$2 Dos Equis, $3 Craft Beer, $4 House Wine, Red/White Sangria, $5 Feliz Margaritas, $2 Off Specialty Cocktails, $5 Food Menu
Cantina Los Caballitos	1651 East Passyunk Avenue		4:00 pm	6:00 pm	1/2 Off Classic Margaritas and Pitchers; 1/2 Off Sangria; $2 Off Draft Beers; $2.50 Tecates
Caribou Cafe	1126 Walnut St	215-625-9535	4:00 pm	6:00 pm	$3 select beers, $4 house wines, $5 well drinks
Carol's Place	201 West 6th Avenue	610-834-9384	5:00 pm	7:00 pm	$3 domestic bottles; $4 import bottles; $2.75 mixed drinks (singles); $5.50 mixed drinks (doubles); $2 pints; free pool
Cavanaugh's Headhouse Square	421 S 2nd Street	(215) 928-9307	2:30 pm	12:00 am	$4 Corona Bottles; $5 Cheesesteaks
Cavanaugh's Headhouse Square	421 S 2nd Street	(215) 928-9307	7:00 pm	9:00 pm	$2 Off Everything
Cavanaugh's Rittenhouse	1823 Sansom Street	215-665-9500	11:30 am	2:00 am	$3.75 Yuengling drafts and half priced burgers
Cavanaugh's Rittenhouse	1823 Sansom Street	215-665-9500	5:00 pm	7:00 pm	$2 off beer, wine and mixed drinks; half priced pub menu
Cavanaugh's University City	119 S. 39th Street	215-386-4889	11:00 am	12:00 am	$3.95 rotating pints and $6 select mixed drinks
Cavanaugh's University City	119 S. 39th Street	215-386-4889	5:00 pm	7:00 pm	$2.75 domestic drafts, $3.95 craft and import pints, $2 off other drinks and bottles; 25% all appetizers
Cavanaugh's University City	119 S. 39th Street	215-386-4889	9:00 pm	12:00 am	Half priced nachos and $0.60 wings; $2 off all drafts
Cedar Point Bar & Kitchen	2370 E. Norris Street	215-423-5400	6:00 pm	7:00 pm	$1 off Old Standbys and house wines, $2 off Moscow Mule and Dark and Stormy cocktails, $8 oak-aged Negronis, $9 Old Fashioneds; $2 off Fried Pickles and Piggies and Pretzels, $4 off Wings and Veggie Wings, and $3.50 lamb sliders
Cedar Point Bar & Kitchen	2370 E. Norris Street	215-423-5400	10:00 pm	12:00 am	$1 off Old Standbys and house wines, $2 off Moscow Mule and Dark and Stormy cocktails, $8 oak-aged Negronis, $9 Old Fashioneds; $2 off Fried Pickles and Piggies and Pretzels, $4 off Wings and Veggie Wings, and $3.50 lamb sliders
Chap's Taproom & Sports Grill	2509 West Main Street	610-539-8722	4:00 pm	6:00 pm	Half price select drafts, $7 select pitchers, $1 off premium drafts, $3 well drinks, $3.50 Long Island Teas, $2 off all wines, and half price appetizers
Charlie was a sinner.	131 South 13th Street	267-758-5372	4:00 pm	7:00 pm	
Chart House	555 S. Columbus Boulevard	215-625-8383	4:30 pm	7:00 pm	$2.50 domestic bottles, $3.50 import and specialty bottles, $4 well drinks, $6 select wines and cocktails, $7 Martinis; $4-7 food menu
Cheu Noodle Bar	255 S 10th Street	267-639-4136	5:00 am	6:30 am	$5 Food: Al Pastor Dumplings, Rangoon Dumplings, Wings, Tomato Salad, Chef Special  $6 Bartenders Cocktail $2 High Life's $1 Off Drafts $2 Off Wines
Chickie's and Pete's Crab House and Sports Bar	1526 Packer Avenue	215-218-0500	10:00 pm	12:00 am	$7 specialty drinks, $5 personal pitchers, $3 domestic bottles and house mixed drinks, $2 off premium wines and liquors, $1 off all craft drafts
Chima Brazilian Steakhouse	1901 JFK Blvd	(215) 541-5820	5:00 pm	7:00 pm	$5 craft beers, wines, Caipirinhas and appetizers
Chris' Jazz Cafe	1421 Sansom Street	215-568-3131	5:00 pm	7:00 pm	$5 Select Bourbon $4 Select House Mixers
City Tap House	3925 Walnut Street	(215) 662-0105	5:00 pm	7:00 pm	$2 Off All Drafts and House Wine
City Tap House	3925 Walnut Street	(215) 662-0105	10:00 pm	12:00 am	Beer and Pizza Specials
CJ & Ecks	384 Shurs Lane	(215) 487-9601	4:00 pm	6:00 pm	$2 Domestics & $3 Micro/Imports
CJ & Ecks	384 Shurs Lane	(215) 487-9601	8:00 pm	11:00 pm	$3 Michelob Ultra, Shock Top, and Landshark Pounders
Coeur	824 South 8th Street	215-922-6387	11:30 am	5:00 pm	Come in for day drinking and get 20% off your total bill
Coeur	824 South 8th Street	215-922-6387	5:00 pm	7:00 pm	$5 All Draft Wine $4 All Draft Beer $5 Happy Hour Food Menu $5 Kids Meals
Con Murphy's	1700 Benjamin Franklin Parkway	(267) 687-1128	4:00 pm	6:00 pm	$3 house pints, $4 select pints and well drinks, and $2 off all wines; $5 apps
Continental Midtown	1801 Chestnut Street	215-567-1800	5:00 pm	7:00 pm	$5 select wines, $3 Miller Lite, 1/2 price regular cocktails, discounted specialty cocktails, 1/2 select plates
Continental Old City	138 Market Street	(215) 923-6069	5:00 pm	7:00 pm	$3 Drafts, $4 Wines, $5 Specialty Cocktails, $1-$2 Tapas Bites
Cook and Shaker	2301 E. Albert Street	215-426-2665	5:00 pm	7:00 pm	Draft specials and half off appetizers
Cooperage Wine & Whiskey Bar	601 Walnut Street	(215) 226-2667	4:00 pm	7:00 pm	$4 Draft Beers; $5 Glasses of Wine; $6 Mixed Drinks
Copabanana South Street	344 South Street	215-923-6180	4:00 pm	7:00 pm	$5 appetizers, Mojitos and Margaritas,$4 call drinks and $3 well drinks
Copabanana University City	4000 Spruce Street	215-382-1330	4:00 pm	10:00 pm	1/2 Price Mojitos
Copabanana University City	4000 Spruce Street	215-382-1330	5:00 pm	7:00 pm	$3 and $4 draft beers, $3 well cocktails and $6 nachos and chicken and veggie quesadillas
Copabanana University City	4000 Spruce Street	215-382-1330	5:00 pm	12:00 am	20% Off Food & Drinks for Hospitality Workers
Couch Tomato, The	102 Rector Street	215-483-2233	4:30 pm	6:30 pm	Ask about the daily craft beer special
Couch Tomato, The	102 Rector Street	215-483-2233	6:30 pm	10:00 pm	Wine Night: 1/2 Off bottles and glasses of wine
Cuba Libre	10 S 2nd Street	(215) 627-0666	5:00 pm	7:00 pm	$5 cocktails, $4 Sangria, $4 select wines and beers; $4, $5 and $6 small bites
Curran's Irish Inn	6900 State Road	215-331-8628	4:00 pm	6:00 pm	$2.25 domestic drafts and $2.75 domestic bottles
Dandelion	124 18th St	(215) 558-2500	5:00 pm	7:00 pm	$2 Snacks, $3 Select Drafts, $4 House Wines, All at Downstairs Bar Only
Dave & Buster's	325 N Columbus Blvd	215-413-1951	11:30 am	12:00 am	2-for-Tuesdays: $2 tacos, $2 Dos Equis bottles and 2 free games with $10 power card purchase
Dave & Buster's	325 N Columbus Blvd	215-413-1951	8:00 pm	10:00 pm	Half-priced cocktails, $1 off 22oz drafts and glasses of wine, and $3 off bottles of wine
Davio's Northern Italian Steakhouse	111 S 17th Street	215-563-4810	5:00 pm	7:00 pm	$5 Martinis, discounted draft beer and wines by the glass, complimentary hor'dourves
Dawson Street Pub	100 Dawson Street	215-482-5677	5:00 pm	7:00 pm	Half price draft beers and special Happy Hour food menu
Devil's Alley	1907 Chestnut Street	215-751-0707	5:00 pm	7:00 pm	$3 featured drafts, $3 wine, $4 well drinks, $5 and under appetizers, $2 Yuenglings, $5 Sangrias
Devil's Den	1148-1150 S. 11th Street	(215) 339-0855	5:00 pm	7:00 pm	1/2 Price Drafts & Tapas Menu
Devon Seafood Grill	225 S. 18th Street	215-546-5940	5:00 pm	7:00 pm	$1 Off Draft & Bottled Beer; $6.50 Martinis & Cocktails; $6.50 House Wine; $1 Off Well Drinks; $3.50 Oyster Shooters; $1 Oysters; $3 Lobster Claws; $7 Apps
Dirty Frank's	347 South 13th Street	215-732-5010	5:00 pm	7:00 pm	Food and drink specials
Dive	947 E. Passyunk Avenue	215-465-5505	5:00 pm	7:00 pm	Free Pizza, $2 Beer of the Week & Well Drinks
Dock Street Brewing Company	701 South 50th Street	(215) 726-2337	4:00 pm	6:00 pm	$1 off House Brews, 10% off Small Pizzas
Doobies	2201 Lombard Street	(215) 546-0316	3:00 pm	2:00 am	$5 Sly Fox can and shot of bourbon
Doobies	2201 Lombard Street	(215) 546-0316	5:00 pm	7:00 pm	$0.50 off all drinks; $13 Flying Fish pitchers; $3 off pitchers
Draught Horse	1431 Cecil B Moore Ave	(215) 235-1010	11:00 am	11:00 pm	$1 off Corona, $3 Sauza shots, $5 Margarita on the rocks; $6.99 nachos and quesadillas and $9.99 fajitas
Draught Horse	1431 Cecil B Moore Ave	(215) 235-1010	3:00 pm	7:00 pm	$1 off all premium and craft beers, $2 off wine by the glass, $3 domestic drafts and bottles, $4 well drinks, and $5 Margs and Long Islands
Drinker's Pub	1903 Chestnut Street	(215) 564-0914	5:30 pm	7:30 pm	All drinks half price
Drinker's Tavern	124 Market Street	(215) 351-0141	5:00 pm	11:00 pm	$1 Tacos
Drinker's Tavern	124 Market Street	(215) 351-0141	5:30 pm	7:30 pm	Half-Price All Drafts
Druid's Keep	149 Brown Street	215-413-0455	5:00 pm	7:00 pm	Food and drink specials
Earth - Bread + Brewery	7136 Germantown Avenue	215-242-6666	4:30 pm	5:30 pm	$2 off all house drafts
El Bar	1356 N. Front Street	215-634-6430	5:00 pm	7:00 pm	$2.50 Kenzinger drafts, $2.50 domestic bottles, $4 16 oz. well drinks
El Camino Real	1040 N 2nd St	(215) 925-1110	5:00 pm	7:00 pm	1/2 Price margaritas (Glass and Pitchers)
El Camino Real	1040 N 2nd St	(215) 925-1110	8:00 pm	12:00 am	
El Rey	2013 Chestnut St	(215) 563-3330	5:00 pm	6:30 pm	$1 Tacos, $2 Tecate Cans, $3 Modelos, $4 House Margaritas
Era	2743 Poplar Street	215-769-7008	4:00 pm	2:00 am	$3 drafts
Eulogy Belgian Tavern	136 Chestnut Street	(215) 413-1918	5:00 pm	7:00 pm	$3 Stella, Leffe, & Hoegaarden
Fado Irish Pub	1500 Locust Street	215-893-9700	4:00 pm	7:00 pm	$4 monthly rotating beer & $4 small plates
Fare	2028 Fairmount Avenue	267-639-3063	5:00 pm	7:00 pm	$6 select cocktails, $4 house wines by the glass, $3 bottled beers and $1.50 off all draft beers, bar bites $3-8 and $1.50 oysters
FARMiCiA	15 South 3rd Street	(215) 627-6274	5:00 pm	7:00 pm	Half-priced tonics, wine, beer and cocktails; special food menu
Fergie's Pub	1214 Sansom Street	(215) 928-8118	9:00 pm	10:00 pm	
Fette Sau	1208 Frankford Avenue	215-391-4888	5:00 pm	7:00 pm	1/2 price beer; $5 Manhattans and Old Fashioneds; $4 smoked chicken legs; $4 burnt end sandwich
Field House	1150 Filbert Street	215-629-1520	5:00 pm	7:00 pm	$4 select drafts, $5 select craft cocktails and $6 house wines
Fingers Wings and Other Things	107 W Ridge Pike	610-828-6191	4:00 pm	6:00 pm	$1.50 off craft drafts, call drinks and wines, $1 off macro drafts and 1/2 price appetizers (excluding seafood)
Finn McCool's Ale House	118 S 12th Street	(215) 923-3090	5:00 pm	7:00 pm	$4 all drafts, $4 wines, $4 well drinks; $6 select apps
Flanigan's Boathouse Conshohocken	113 Fayette Street	610-828-2628	11:00 am	12:00 am	$3.25 Lager drafts, $3.50 Sam Adams drafts, and $4 Sierra Nevada drafts
Flanigan's Boathouse Conshohocken	113 Fayette Street	610-828-2628	9:00 pm	11:00 pm	
Fluke's Irish Pub	7401 State Road	215-338-4800	4:00 pm	7:00 pm	$1.50 Domestic Pints, $2.75 Domestic Bottles, $3 Well Drinks, 1/2 Price Appetizers, $5 You Call It Burgers
For Pete's Sake Pub	900 South Front Street	(215) 462-2230	5:00 pm	7:00 pm	Drink specials; half off nachos and quesadillas, $6 Pierogies and chicken tenders
For Pete's Sake Pub	900 South Front Street	(215) 462-2230	9:00 pm	12:00 am	
Fountain Porter	1601 S. 10th Street		5:00 pm	7:00 pm	$1.50 off drafts
Fox & Hound Tavern	1501 Spruce Street	215-732-8610	11:00 am	2:00 am	$2 Drafts; $5 Monster Bombs
Frankford Hall	1210 Frankford Avenue	215-634-3338	4:00 pm	7:00 pm	1/2 liter drafts $5, $10 liter drafts, $6 warm bavarian pretzel w/ 1/2 liter of Victory Prima Pils, $8 choice of one sausage w/ 1/2 liter of any draft beer, $3 french fries
Garage	1231-1233 E Passyunk Ave	215-278-2429	1:00 pm	3:00 pm	$2 PBR and Narragansett Lager $4 Pickle Back $4 Fireball Shot $1 off all draft beers
Garces Trading Company	1111 Locust Street	215-574-1099	4:00 pm	6:00 pm	$5 and $6 food and drink specials
Goat's Beard, The	4201 Main Street	267-323-2495	5:30 pm	7:00 pm	$3.50 drafts; $3.50 premium well cocktails; $5 select red & white wines
Good Dog Bar	224 S 15th Street	(215) 985-9600	11:30 am	2:00 am	20% Off
Good Dog Bar	224 S 15th Street	(215) 985-9600	5:00 pm	7:00 pm	$1 Off All Drinks
Grape Room	105 Grape Street	215-930-0321	8:00 pm	10:00 pm	$3 PBR Pounders
Green Rock Tavern	2546 E. Lehigh Avenue	215-203-0840	4:00 pm	2:00 am	$2 Taco and Tecate Tuesday
Harvest Seasonal Grill	200 S 40th Street	215-662-1100	5:00 pm	7:00 pm	$2 Select Craft Drafts, $3 Skyy 'You-Call-Its'; $4 House Wine, $4 Seasonal Cocktail, $5 Apps; 1/2 Price Tacos
Hawthorne's Biercafe	738 S. 11th Street	215-627-3012	4:00 pm	6:00 pm	1/2 Off All Drafts
ICandy	254 12th Street	267-324-3500	4:00 pm	7:00 pm	$3 off Signature Drinks; $2 off All Other Booze
IndeBlue	205 13th Street	215-545-4633	5:00 pm	7:00 pm	$4 and $5 drink and food specials
IndeBlue	205 13th Street	215-545-4633	8:30 pm	10:00 pm	$4 and $5 drink and food specials
Industry, The	1401 East Moyamensing Avenue	215-271-9500	4:00 pm	7:00 pm	Buck-a-shuck oysters and $1 mac and cheese croquettes, $3 local draughts, $4 house red or whites wines and $5 select cocktails
Institute, The	549 N. 12th St	(267) 318-7772	4:00 pm	6:00 pm	$2 Off Draft Beers, Well Drinks, and Apps
Institute, The	549 N. 12th St	(267) 318-7772	10:00 pm	12:00 am	$2 Off Draft Beers, Well Drinks, and Apps
Interstate Drafthouse	1235 E. Palmer St		4:00 pm	11:00 pm	Taco Tuesday: $1 Tacos; $4 Select Drafts
Interstate Drafthouse	1235 E. Palmer St		4:30 pm	6:30 pm	$2 PBR cans and $4 drafts
Irish Pol	114 Market Street	(267) 761-9532	5:00 pm	7:00 pm	Shots & Most of the 40 Draft Beers are $3.
Irish Pub 12th St	1123 Walnut Street	(215) 925-3311	11:00 am	2:00 am	$3.50 Bud Light pints, $5 Hoegaarden pints, $5 Margaritas
Irish Pub 20th St	2007 Walnut Street	(215) 568-5603	11:00 am	2:00 am	$3.50 Coors Light pints, $5 Sam seasonal and $6 Margaritas; Kick the Can Night:  $5 select craft cans from 5-7 PM
Irish Times	629 S. 2nd St	(215) 923-1103	4:00 pm	12:00 am	$.25 wings w/purchase of any beverage; $2.50 Bud Lights and $4 Pinnacle drinks
Irish Times	629 S. 2nd St	(215) 923-1103	4:00 pm	7:00 pm	Half off drinks, beers and apps
Iron Abbey Gastropub	680 N. Easton Road	215-956-9600	4:00 pm	7:00 pm	$3.50 drafts, $4 cocktails,sangria and house wines, and $5 food
Iron Abbey Gastropub	680 N. Easton Road	215-956-9600	9:00 pm	11:00 pm	Special BBQ menu
Iron Hill	8400 Germantown Avenue	215-948-5600	5:00 pm	7:00 pm	$2 off house and seasonal beers, $5 and $7 select wines and spirits; $5 and $7 apps
J.D. McGillicuddy's Manayunk	111 Cotton Street	215-930-0209	12:00 am	12:00 am	$3 Fireballs, $4 Soco, $5 bombs
J.D. McGillicuddy's Manayunk	111 Cotton Street	215-930-0209	6:00 pm	9:00 pm	Half-off all drinks, buy-one-get-one-free appetizers.
Jake's & Cooper's Wine Bar	4367 Main Street	215-483-0444	5:00 pm	7:00 pm	$4 "Cheap" Red and White Wine, $3 Local Beer, $5 Specialty Cocktails, all at the bar only
Jamonera	105 South 13th Street	215-922-6061	10:00 pm	11:00 pm	$3 beer, $4 sangria, $5 wine, $15 sherry tasting, $2 tapas, kitchen staff snacks.
